content,poster,follower,post_time,title
            ,魑魅能考上,9,,吃豆制品能降低因子含量吗？或者会影响自身身体吗？
            各位友人你们有办低保的吗？,想想儿子的未来,1,,各位友人你们有办低保的吗？
            最近都在忙工作和学习，好久没有上贴吧，看到帖子被加精，这里谢谢管理的支持。关于帖子有描述性错误，特此重开一贴。希望吧友查漏补缺，个人拙见，仅参考而已，一个人的经验不完成适合任何一个人。,莫要扯低调,33,,关于膝盖关节康复的几点建议【重开一贴】
            早就想写些东西了却不知道写什么。最近看许多学弟问关于高考大学的问题特此把自己上大学的感受写一下。,l花龄残伤,17,,送给即将上大学的学弟们
            今天去找工作       领导说用我   班组长说他能干什么     瘸了吧唧的     好人有都是  用他干吗,建立新的下载,20,,找工作
            为了帮助广大吧友通过百度贴吧得到更专业的信息咨询和帮扶，经北京血友之家罕见病关爱中心申请，百度贴吧邀请北京血友之家罕见病关爱中心担任血友病吧的职业吧主。,贴吧管理官方,15,,【公告】北京血友之家入职血友病吧职业吧主公告
            因为孩子是血友病，所以我想加入本吧学习血友病知识，和护理方法，,ly1314灵,25,,我是血友妈妈
            关节血肿可有什么好方法？,爱我军宝,7,,关节血肿可有什么好方法？
            我老公是血友病甲 今年五月份查抗体是4.8 就一直没敢给用因子 一直用的凝血原酶复合物 但是用上基本上一点效果都没有 这次又发病四天了在左腹部 10号晚上发现的 当时用了四支复合物 但是没有反应 然后吃的曲马多止痛 就开始吐 一直挺到凌晨三点到的医院 打了一针止血的一针止疼的 九点多才打上因子 打的两支500单位的任捷 当时疼的特别严重就又打了半支杜冷丁 之后就不疼了 但是不太舒服 不知道是杜冷丁的作用还是任捷的作用 第二天打的1000单位的康斯平 和一瓶止血药 这一天就是浑身不舒服 但是没有很疼 第三天 还是打了1000单位的康斯平 但是就没什么效果了 下午又开始疼的特别厉害就又打了半支杜冷丁 但是就好了一个小时左右就又开始疼了 一夜都没怎么睡 今天早上的时候实在挺不下去了就又打了半支杜冷丁 后来十一点左右的时候打了两支任捷 情况稍微有点好转 不是特别疼 但是不清楚到底是白天就是会好些还是药起了效果 之后刚刚黑天就又开始特别疼 现在真不知道该怎么办 周三那天又做了一次抗体 结果是56.7 但是活性达到了53 觉得查的不准就又把样本送到北京去查了一下 结果还没出来 像我们这种情况可怎么办啊 这些医生啥也不知道 一疼就说实在不行就开杜冷丁吧 但是有依赖性不能总打 我也知道不能总打 可是你总得给我想想办法吧 不能总这么挺着啊 在不的就说那他也没办法了 我真是 啥招都没有了 求求大家帮我想想办法 我真是看不下去了 但凡让我们有点希望也行 这反反复复的 真是快要崩溃了,若yi相依,83,,可怕的抑制物啊
            图是我同学,天宫缘来如此,6,,恐艾吧来看看小白和菜菜
            万能的吧友，为什么办法让我腿伸直，怎么锻炼法呢？,gshnvhkndr,36,,吧友们进，
            今天是血友病日，各位朋友你们还好啊。？,l花龄残伤,20,,血友病日
            ,自欺欺人丶双鱼,7,,血友病患者强力推荐的职业 本人也是血友
            老父亲79岁了每次发病就是胃部大出血，(做了胃镜是毛细血管出血)   每次医院都下了病危，父亲是个坚强的人，一次一次挺过来真的不容易。我想以后给父亲预防性治疗，体重70公斤，多久输一次八因子，用量多少。,我的鱼死了吗,3,,请教大家给些建议
            滑膜炎 一到阴雨天气踝关节走路超疼的  有没有大神有办法救救,自欺欺人丶双鱼,3,,血友病滑膜炎
            左腿膝盖肿了一年了。反反复复。消了肿。肿了消。考虑是滑膜炎。想去做同位素。。。请问。山东千佛山能做吗？,活着就死扛呗,46,,求助。。
            胳膊伸不直，有过五次情况，第一次疼输了因子还是疼，三四天好了。之后四次没输因子，几天就好了。前四次间隔一个月，这两次间隔半个月，上次三天好了。这种情况要去上海瑞金医院去看吗？还是怎么办啊，，，,某邹李,7,,胳膊伸不直，有过五次情况，第一
            各位友人，有没有因子小于1%的呢？,一哥夏天,36,,重型血友怎么办？
            左腿膝盖弯曲受限，差点才90度。,黑色人生中,29,,万能的血友们，帮我看看膝关节有没有变形。
            牙龈出血两天没止血到医院检查，凝血障碍，凝血8因子5.84，现在已经止血，医生让住院查清到底是不是遗传性的。感觉自己止血后完全正常，可是在医院住着闷死了，我这情况需要一直住院吗，医生每天都只给我开一瓶止血的针挂着，然后整天啥事儿没有了,不似幽灵午夜出,4,,新病友来咨询情况
            网上看到的，谁近的看看 ,夜轩鱼,0,,4.17活动
            孩子10个月刚查出重度0.2，北京儿童医院吴医生建议预防治疗，一周1针，但同时提出”抑制物”问题。。。不知大家碰上了吗？可怕吗。,信念_910,41,,预防治疗抑制物问题
            ,张花明123,3,,明天去参加血友病大会！！！
            我是一名血友病人的女友，在对他的病的过程中 我们寻找了很多方法，每年大量的因子药物也是很大的压力，中药，花生这些都没什么用，因为我本身是有医学背景 查了很多文献，看到了很多年前的一个研究方向，雌激素的摄入可以大量提高因子活性，在和他商量得到同意的前提下使用了激素替代疗法，抗雄加雌激素补充到正常身体得值，每三个月检测一次激素水平，肝功和凝血因子活性，在使用半年后，凝血因子确实显著提高了 输药减少了一半。证明这个方法是有效的，曾经研究方向的断续是因为雌激素的影响对男性化这个方面有所压制，我发这个贴不是要鼓吹什么方法论，只是给大家病友有点启发，也不是要误导大家做什么选择，只是我们在面对病痛的时候，我们选择了有效的治疗，当然也是有所付出的，但是我们觉得值得，至少我们觉得正常点更重要于做个几乎不完整的人，至少我们现在相对以前还是愉快的。仅仅只是给病友一个参考，不接受这种方式的也请不要恶语相向。,月狸染儿,21,,我发表的这个方法针对血友病人是有效的，希望大家参考
            小腿出血之后就肿成这样了，麻烦问下大家喜辽妥可以治疗这样的肿吗？？谢谢大家,六横小歪,18,,喜辽妥消肿效果好吗？
            九个月血友宝宝吃什么退烧药没事啊……谢谢了,哪去了咯,4,,九个月血友宝宝吃什么退烧药没事
            我家孩子现在是按需治疗大概每个月打两针左右，想问问有没有发生抗体的可能啊,丽姬丹妮,6,,问一问
            我现在怀孕了孩子会有这样的病吗？   我老公健康,梦琦啦,3,,我老公叔叔有血友病
            请问一下，刘哥，山东老八路，蚂蚁菜，我家小孩一岁半在接受免费的预防治疗一个星期一针由于这个星期小孩出血比较频繁医生要求我们一个星期打两针请问一下，这样子的话小孩子人受得了吗？,金老1,5,,请问一下，刘哥，山东老八路，蚂
            说真的.我真怕有一天.进口的药战领了.中国的市场进口的高消费.叫我这样的家庭千窗百孔.承受巨大的压力了.也许有钱人不在乎价格.但是又有多少血友家庭.能承受的起.进口的因子那.哎有钱不为因子难.没钱当产去凑钱.原因只为换要钱.一年更比一年难.合时因子不要钱.血友从此不犯难.健健康康过大年.成家立业有生源.,满地都是钱0,2,,血友病有多难...
            左腿膝盖肿了一年了。反反复复。消了肿。肿了消。考虑是滑膜炎。想去做同位素。。。请问。山东千佛山能做吗？,活着就死扛呗,24,,求助。。。
            一堆这药，还有草药，能管用吗,he呼噜,20,,一堆这药，还有草药，能管用吗
            七七八八加起来还有特别证明的话 最大报销25万 一般只能报二十万,nba2k7,16,,我这里医保一年报二十万 是否进入全国先进水平
            小说，游戏，搞笑视频（特别是各种运动失败的。。。羡慕他们的各种作死样的运动）等等，我心情各种差，想看看各位血友的爱好！就想看看，不讨论,夜轩鱼,115,,能都说说大家的兴趣爱好吗
            右胳膊疼，右胳膊疼，右胳膊疼完左胳膊疼；,690153284,37,,右胳膊疼，右胳膊疼，右胳膊疼完
            嗯。。怎么说呢。我22。血友病甲。缺少八因子。好像一点几来着。挺严重貌似。。。但是从小也没当回事。。小时候自己拔牙。出血五六天。也没当回事。就死扛。那时候也经常关节痛。同样。死扛。也没打过八因子。后来初中。跟人打架。内出血。住院下病危。才正视这个毛病。。这是第一次输八因子。再后来。出院。在家帮父亲干活。。而且还是体力活。也没犯过毛病。干了两年。然后就去外地工作了。。搞建筑。每天加班。工作量很大。累的时候。天天十多层楼。爬好几趟。。也没记得出过毛病。后来有一次外出培训。左腿膝盖。浮肿。不痛。不影响走路。也没在意。扛了一年多了。反反复复。中间打过一次八因子。没啥作用。现在准备检查下。去做了同位素。,活着就死扛呗,68,,出来嘚瑟下。求精
            ,小_小强baby,37,,来聊聊自我注射，难度大吗
            ,瞳紫睛,2,,什么状况？本吧管理和吧主都没了！
            九个多月的血友病宝宝感冒引起的咳嗽吃什么药？,你猜皇冠V,3,,九个多月的血友病宝宝感冒引起的
            烦躁啊,year电竞男神丶,4,,哎。
            知道的请告诉我一下，谢谢！,杨剑七圣,2,,牙龈出血该咋办！
            今年要去读大学了，之前挂针都是在县城医院打针，今年要去外面读大学了，不知道打针的问题怎么解决，自己打针也试过，因为比较胖，脉打不进去。可也真的是愁煞我了。各位吧友，我该怎么办？,高露洁ac,7,,今年要去读大学不知道怎么解决打针问题
            买了自行车 准备骑行 有时间上图,小杰酱,30,,从新开个帖子记录 我要做奇迹 不做懦夫
            我哥哥是甲型血友病重症患者，母亲是携带者，理论上我有50%的概率是携带者，现在上大学了，也应该去做一下检测。,笛卡尔是我男神,3,,想做血友病携带者的基因检测
            万能的贴吧！谁离这个地址近？四川省德阳市中江县永兴镇白果乡3村11社 我们有个危重的血友病患者急需就诊，家里没有人能送他去医院，我们想邮寄紧急救命的药品也无人帮助接收，急死了！！希望有四川的朋友能伸出援助之手！,chen_hui0000,7,,求助！四川有危重血友需要帮助！
            耳垂后面长了一个硬包，不疼，是什么东东，要不要去看医生或者吃什么药,单身狗的天下,11,,耳垂后面长了一个硬包，不疼，是
            今天晚上吃过饭老公带我和孩子去了广场，人好多，孩子很兴奋也很高兴，但是我看见一个小伙子20多岁吧！没有双手在那里唱歌要钱，看见小伙子我掉眼泪了，因为小伙子虽然没有双手了，但他在用他给双脚秀十字绣看见这一幕的一刹那眼泪只不住的流，只觉得他可怜，但是我为他的自强鼓掌，坚强的小伙子祝福你希望你以后的生活不管遇到什么困难，都希望你能勇敢面对，看看小伙子在想想我们，我们比他要幸运的多至少我们的身体是建全的，所以我们要庆幸这一点，{蚂蚁哥说的很对，残酷的世界，不自强你连生活下的勇气都没有}自从宝宝检查出这个病，我不知道哭了多少次，想了很多很多，想想人的一生谁也不会一帆风顺，07年认识老公，09年我们结婚，11年妈妈去世，12年哥哥去世，小小的我经历了太多(我90年12月出生)哥哥走了留下了一岁多的小侄子还有50多的爸爸，感谢这一路有老公在我身边陪伴我，谢谢老公，结婚后一直不育看了很多地方，终于怀孕了，14年5月29号生下宝宝，但是在两个月前发现宝宝是血友，当时我觉得天都蹋了，为什么老天不公平小小的我失去亲人，好不容易要到了孩子还让宝宝有病，泪已经不知道要怎么流了！还好老公在开导我，不管怎样庆幸这一生遇到了一个好老公，所以大家要心态放好，一定有坚强，想想我们其实不是太倒霉，至少我们是建全的，大家都要看开一切，照顾好自己，照顾好关心你的人，照顾好自己的父母，爱人，孩子，因为生活总要继续下去，你不坚强，就没有人替你勇敢，人活着累吗，烦吗，那就对了因为舒服是留给死人的，所以不管你现在面临着怎样的困难，都希望你能勇敢面对，希望刚检查出来血友的宝妈宝爸们能想开一切进自己最大的努力照顾好宝宝，希望现在不舒服有疼痛的兄弟们坚强战胜疼痛，希望我们大家一切都好平平安安，血友其实并不可怕，加油↖(^ω^)↗我们一起笑一个，生活总要继续下去，为何不快快乐乐开开心心过好每一天，,睿睿05011005,52,,是啊！残酷的世界不自强，你连生存都是问题，）
            今年28岁，膝关节肿胀。本身轻度患者，很多年不犯病了。可是今年到现在每个月都要往医院跑。想死的心都有,夜雨狂风我没,12,,出血太频繁
"            不是会增加出血倾向吗,",奶胖奶胖﹒奶胖,55,,"布洛芬能吃吗,"
            目前都是按需治疗，很想小孩快点把抗体消下去打回八因子，老是用这个凝酶老是自费效果也不好。求吧里的前辈指教,小小纯加油,1,,抗体还有11该怎么冲下去
            胯关节出血，打了三天。第四天原本医生说在打一天，结果来了新病人，就让我弟出院了，说回去躺着就可以了，当时也感觉不疼了，就走路还有点发酸的感觉，这躺两天了，躺着没什么感觉，就走路的时候还有发酸的感觉，也有点疼，但是不厉害，是因为以前的出血还没吸收完么，还是怎么回事，完全没经验，求指教,feimei0078,17,,出血多久吸收完，躺多久能没感觉，正常活动
            我侄子今年一岁多，发现膝盖处不正常，走路也有点不正常，之前没有打过针，前段时间刚拿了药，第一次输液不知道怎么输，买药时候大夫也没给讲清楚，小孩子没有在手上输过液，手上血管太细，可以把针扎到头上输吗？希望好心人能给个建议！,lanhuo0118,4,,第一次输液
            胯关节出血，打了三天因子，躺了一周，后天能上班么，现在躺着没感觉，走路就觉得跨和平时还不太一样，酸酸的，能上班么，能么，等回复,feimei0078,6,,这情况，后天能上班么，急等回复
            最近看到好多山东血友买因子报销不好报的问题，我是济宁的血友，首先去济南血液中心检查确诊，会给你开证明，拿证明去当地医院找主任医师开特殊疾病，他会让你去医院的医保处拿特殊疾病申请表，主任医师看济南血液中心证明签字，让医生填写指定医院（有八因子的医院）然后回医院医保他会给你盖章，最后拿特殊疾病和血液中心证明2张照片还有你的医保本到医保局办理特殊疾病！会要你身份证复印件，看你身份证。10分钟给你办理好！你就可以去指定医院拿药！让后回你签字的医院拿单据报销！你拿药的医院是不会给你报销的，一定要记住！还有报销比例我是济宁的我们这不是很高70%！有的地方85%！还有就是确实不好拿药的病友在我能帮的范围内可以找我借！不过药你必须自己来济宁拿，因为不好邮寄,纤纤玉手能遮天,11,,发个关于山东血友买八因子难的事情！
            今天我去医院检查看我是不是携带者，但医生只要求用我的血液和孩子的血液！不要求用父亲的血液，你们知道吗？,青蛙的窝101,8,,血友病基音检测
            请问因子的输入频率是多久 尿血三天了 打了两天因子还是没控制住 这因子能连着打好几天吗？会不会产生抗体？,yangguo0or,5,,尿血了 求助 急～
            注射因子对抗体检查有影响吗？,迷迷糊糊救世界,1,,做抗体检测前一天或者两天能注射因子吗，是否有影响？
            看图第一天,建立新的下载,22,,只用四天时间
            今年每个月都要去医院一趟，含量7.0。如果预防治疗的话，一个星期输200或400可不可以。,夜雨狂风我没,12,,预防治疗请各位大神指教
            ,8栶籽彬彬,38,,会修电脑的来看看，电脑开机没有自检画面，键盘鼠标没有不亮
            北京协和医院骨科膝关节置换术演示 高清 - 高清在线观看 - 腾讯视频,迷人微笑语录,17,,【科普】北京协和医院骨科膝关节置换术演示视频
            血友病关节，双脚融合手术。今天第二天。撕心裂肺的疼。在此记录一下,特长生21cm,286,,血友病也可以手术了
            有在网上工作的友友吗？求介绍,简Q716524279,3,,有在网上工作的友友吗？求介绍
            如题，今天家里人从网上得知吃田七适宜多种出血症、有瘀血、跌打损伤，瘀滞疼痛，冠心病心绞痛，缺血性脑血管病，脑出血后遗症，血瘀型慢性肝炎者，请问有帮助吗，我在医院查好像是9.8%，是出血的时候查的,必触cross7,21,,请问吃田七对这个病好吗
            来了就跟大家见个面，血友们你们还好吗？,shine坚强点,1,,好久没来血吧！
            怀孕5个月了，刚刚确诊血友病携带者，很担心宝宝是血友病，北京哪家医院可以做筛查，多长时间能出结果？,jksdhhjh,1,,北京哪家医院可以做血友病胎儿筛查的？
            FDA授予治疗血友病B型药物DTX101孤儿药资格,Duane13,26,,九因子可以基因治疗了
            我弟弟是血友，现在已经不在了，他是我全家的痛！我所知道的是我们家族只有他有这病，我是女的，我不知道我是不是携带？去医院查过，因为没有样本，所以查不出来！我生了大宝，是男孩，是正常的！查了凝血因子，现在又怀孕，希望生的女孩，但是这个说不准，就想请问，如果是男孩，会有可能遗传吗？谢谢,881004想你,12,,大宝是正常的，二宝会有问题吗？
            具体地址看这个 ,cnlara,131,,泰邦凝血酶原复合物正式上市
            ,大頭007,42,,新人进吧 第一次自我注射
            ,__就要到碗里去,2,,想知道血友病能去学什么一技之长。
            有没有扬州的血友病友？能不能让几支拜科奇给我？非诚勿扰……,小单323,2,,求助……
            我今天给宝宝办了慢性病证，但是要一个月才能拿到，再本地医院还申请了拜科奇药，不知道能不能申请下来，麻烦各位病友让几支拜科奇给我行吗？,小单323,0,,各位病友们帮个忙……
            ,丫DE红颜祸水,57,,8因子0.7请问是中性还是轻型？
            宝宝七个月，有时候不小心碰到了，会出现肿块，里面有疙瘩似的，得半个多月才能好。谁能告诉我，怎么尽快给他消肿，医生说要冷敷，请教是一直要冷敷，还是先冷敷，到后面几天热敷？这肿血肿，宝宝会痛吗？我可怜的孩子又不会说，当妈的心疼啊,我爱我家硕宝,14,,求助，宝宝血肿问题
            这次耽误一个星期以后又打的，，一周前那个庸医说打一次就好了，结果打了一次回去躺两天上班了，结果这一周都一直不舒服，是跨关节，，这周六又去打，还是那个医生，说一针就行，就打了一次，还是有感觉，，，第二天又去住院的，就是昨天，下午打了一次，晚上打了一次，，结果是说比以前更疼了，昨天晚上疼的三点多都没睡着，，，哎，，，为什么会越打越疼呢，，不应该越来越好么，在线等回复,feimei0078,33,,为什么打针后，反而更疼了，，，着急，，在线等回复
            血友病预防基本一个月输几次,勤奋的leilei88,13,,血友病预防
            2岁半儿子含量0.6，从昨年7月份检查出来到现在打因子77支，用的拜科奇和百因止，查抗体为2滴度，现在该怎么办？急？？？,陈萌文妈妈,26,,重度血友甲，又有抗体了，怎么办？？？
            大家好！浙江省金华市人民医院血友病之家于4月9日下午1点召开世界血友病日宣教活动。地点；金华市人民医院（行政楼3楼会议室）。我们为大家请了国内知名的专家和护理人员讲解血友病的治疗、预防、护理知识。请各位患者相互告知。,朱健杭,0,,活动：金华市人民医院4月9日下午1点
            200单位，300单位的分别什么价格？,无人岛01,1,,泰邦八因子什么价格？
            我跑了几百公里到医院。，医生只肯给我开四支八因子，我只好用三个身份证买了十二支，还要被药房的人骂，为什么会这样？,梦想倒塌,8,,我跑了几百公里到医院。，医生只
            血友们，大家都玩什么游戏，没事一起玩，人生看开点…,周福英1994,37,,血友们，大家都玩什么游戏，没事
            膝盖有滑膜炎，现在淤血挺多的，站着膝盖那块都有点赘着的感觉。有什么方法可以缓解？我膝盖最近刚打针消下去，但明显比以前大了点,不知烟寒,9,,病友们有什么方法可以缓解膝盖淤血？我有滑膜炎
            希望可以帮到跟我一样需要自己锻炼的朋友！,长期保湿,123,,记录自我锻炼过程！给自己一个坚持的动力！
            以前为了想治好这病，偏听偏信吃了北京的赵某某和胡南的某某的药将近十年，现在造成严重的早泄和轻性的阳痿，现在很痛苦郁闷，该怎么办才能治好呀？,想跑起来的蜗牛,6,,以前为了想治好这病，偏听偏信吃
            我先来,爱国494,37,,你爆照我打分，八分以上我叫你男神女神！
            就在去年胯部出血，耽误了治疗，现在有点残疾。    现在对象也飞了，。吧友们，千万要主要胯部出血，      现在也不知道干什么工作。,gshnvhkndr,24,,血友病难啊，
            本人自上次在操场跑了6圈后，膝盖就频繁出血了，可怕。现在爬楼梯都小心翼翼的。希望吧友能告知一点锻炼的方法，小弟感激不尽！！,李狗蛋儿啊啊啊,66,,膝盖问题，求大家的经验，谢谢
            这昨天来上学今天晚上腿就又肿了。。一次次的打针我都为此伤心欲绝，昂贵的药费和给家里人的负担让我都想选择自杀，而天天在学校看着同学一个个笑嘻嘻耍着开心，而我却现在为之烦恼要不要现在就请假回家打针。。真是想死的心都有了！我到底该怎么办。。,不知烟寒,77,,我觉得这世界太不公平了。。前几天刚缓了两周刚好，
            膝盖淤肿6年，能够伸直却无法下蹲，只能半蹲，请问除了骑车之外还有别的有效的锻炼方法吗？,幻想浮游大陆,9,,膝盖无法下蹲该怎么锻炼
            ,臭牛粪蛋蛋,0,,远洋之帆公益基金会正在为血友病患者发起募捐！请关注！
            【暴湖南武警医院耳鼻喉科乱开收费项目】,liu845216038,4,,这样的医院最好别去
            求助大家分析下病情及后续治疗等注意事项，谢谢大家了,尔菲波科DIVAD,17,,外甥1周零3个月，刚确诊血友病甲
"            O年前一次胃部大出血，医院也不知道是什么病，更谈不上用八因子了，万般无耐我们只有求医生给做了手术，发现胃里有个出血点,，就把胃切除了一部分，这6年来，老父亲一发病就胃出血，沒次都是病危，这次发病更历害，输了几十个八因子都沒能止住还是大出血，导致昏迷48个小时，后转院上一级医院抢救才有好转，住院22天，出院APTT凝血53        医生建议每个月输因子6个，父亲年龄越来越大，因为这个病老父亲就是个残疾人，我不想老父亲在一次经受病痛的折磨。我想给老父亲做好最好的预防 。请您能给我些建议怎样预防，父亲体重70公斤，多久输一次因子，  谢谢您!",我的鱼死了吗,10,,山东老八路，我想请教您我的父亲今年79岁了，是血友病患者，在2
            第一次坐飞机，但是不知道因子能不能带上飞机，注射用水呢？,迷迷糊糊救世界,3,,要去外地，请问凝血因子能带上飞机吗？
            我也是遗传性血友病，除了手脚痛的时候有点万念俱灰。好的时候还是踌躇满志的，现在最担心以后结婚咋整，隐瞒觉得对女方不公平，不隐瞒又怕对方或家里接受不了,不甘心冷暖,29,,我也是遗传性血友病，除了手脚痛
            ,二毛0911,16,,急急急 我儿子二岁 屁股不知道怎么青了 不影响活动 要打八因子吗
            ,邰小县,2,,买卖贴吧，百度不管吗？
            一直想来论坛写篇关于人工关节置换的帖子，也经常有病友来关心询问现在恢复的如何，一直没来写是因为我没法确定到底该怎么写。去年6月6号作的双膝人工关节置换到现在，成个经过就如题目那样--看上去很美。 ,长春祖千秋,8,,转下那个丢失的帖子，人工关节——看上去很美，顺求事主近况。
            已被无数病友证实，欢迎核实,爱KevinZ,3,,慢友帮爱心筹——医疗费用众筹平台
            ,建立新的下载,16,,加油
            感觉很无助，谁能帮帮我，孩子七岁，年前确认血友病，重型，现在注射科拜奇，不是知道是不是过敏原因，孩子一真说疼，心里难受，去了医院，他们推来推去，请问谁能给我解答，肯请你们帮帮我,耿瑞齐,4,,感觉很无助，谁能帮帮我，孩子七
            以前不清楚血液病，公务员不能录取，好不容易考上，又犯病了，情况一两年犯一次吧，不知道以后会更频繁么，'这下关节出血还得请假不知道多久，也不敢报销。。。纠结要实话实说么，父母的期望就是有个稳定工作。刚高兴了没几天。也怕他们接受不了，犯愁！！！,feimei0078,60,,好不容易考上公务员，要因为这个病放弃么
            孩子脸挠坏了，留下了疤痕，用喜疗妥管用吗？,情红天下,3,,孩子脸挠坏了，留下了疤痕，用喜
            咱新安县人民医院晚上急诊的电话是多少啊？生病疼的厉害，看能不能去打一针止疼的。,taikonglaike,3,,咱县人民医院晚上电话多少？
            ,添玮妈,8,,急！西安哪个医院可以打到八因子？外地人在车站出血了？
            郁闷，老是记不住大家的id。只好重新开个帖求问了。,蚂蚁菜,3,,【求实际经验】怎么做携带者检测及产前检测
            ,骆彬彬053,4,,血友病临床轻型患者可以做胃镜检查吗？
            我想请教大家一个问题，我儿子是血友病甲，今年4岁，几个月大的时候检查出的血友病，一直用的是拜科奇250的，有时候这个药很紧张，一时半会买不到，那么能不能国产的？用了国产的会不会有什么危险？,小单323,2,,我想请教大家一个问题，我儿子是
            胯部血肿一个月了，肿的比较大，现在虽然不疼了，但是瘀血消的比较慢，大概还有一个馒头的大小。现在每天热敷，请问还有什么外用药可以帮助消肿的？,IntheStar66,0,,请问有什么散瘀的方法？
            今天买了两盒八因子一共400单位，晚上到小诊所吊水，请问要分几次吊啊，还是一瓶吊好几次？,y孤星赶月,22,,今天买了两盒八因子一共400单
            病友的一生都是血泪的一生，其中的凄苦大家都一样，都是在疼痛和出血中熬过来的。得这病是不幸的也是一辈子痛苦的，但是这个群体中有些不好的俺吐槽几句，对与错看官自行判断，不同的视角不同的声音而已。,瞧瞧哈哈哈哈,5,,随意说说哈哈
            广告加包花的，才发现包花很适合我们血友，一束11枝的红玫瑰，30-40成本，卖120左右，估计要挣80，网上可以订花叫人送来，也不用拿货，可以搞的，包花的技术，网上有视频的,夜轩鱼,9,,一个路子，之前没找到，现在工作找到了
            今早把羊赶出去，竟然跟不上羊的脚步了，不敢快步走路，我决定在我腿不肿的时候坚持锻炼。。。       妈的，才不锻炼两个多月而已，就变这样了。。。,沛丨健康吧灬,1562,,(每日签到)  从今天起坚持锻炼身体！
            我是十一因子缺乏，每次都只能输新鲜冰冻血浆，什么时候才能有十一因子啊！,北极鹅肝,7,,我是十一因子缺乏，每次都只能输
            都说三十而立，我也快奔三十了，这个病也伴随我三十年了，十一因子缺乏，唉！不知道说啥了,北极鹅肝,6,,不敢面对的人生
            我是一位血友病乙型患者，有时侯关节出血，只好卧床休息，要是发现血尿只好去医院输冰冻血浆，现在，有二个问题困扰我，1是在没有出现出血的情况下，能否平常打凝血因子预防。2，我又是胆结石患者，能否动手术，真诚希望有血友病的朋友们看到信息后，回答一直困扰我的事，在此，谢谢啦,清风明月万事兴,4,,请教
            请问白血病用脐带血治疗有效果吗？？,leeqaz123,2,,白血病
            自去年11月以来消化道就反复出血。第一次是去年11月，在学校的时候压了一下，晚上就往开始便血，第一次最严重，直接往外喷了有一百来毫升，第二天早上就休克了，一共输了40袋冷沉淀。住了一个星期院。3月2号又这样，但没有第一次严重，拿了几副中药吃了半星期就没事了。今天又这样，这是第四次了，但比前几次都轻。以前从来没有内出血过，并且最近我爸一直让我喝着毛根水。我该怎么办，有必要做个胃镜看看吗？,东风8B内燃机车,4,,消化道反复出血
            是买个专用的小冰箱么？没买过药，请教大家一下。,zuo846205225,36,,大家买药回来都怎么保存的？
            ,周福英1994,34,,悲催的又出血了，髋关节出血怎么办…
            大概多少钱，使用后对关节消炎和积液吸收效果大吗？用过的请说说,海蓝轻风路,28,,哪位病友买过低频脉冲磁疗仪（机）
            ,骆彬彬053,3,,血友患者决定做胃镜了，是建议做无痛的还是正常的，县里的医生建议
            想问下大家，孩子鼻子出血后，血块堵住了鼻孔怎么办呀？,八因子快点来吧,10,,鼻子出血，血块堵住了
            现在的我辍学在家，没事做。天天在外面瞎逛，在家也呆不住，总想找事做。感觉能约束自己的就只有学校了。但像我们这种病的基本上都做不了，前几天找了熟人去技师学校看了看，问了问校长有没有美容美发专业。校长听了把我看了一眼，那眼神跟看一个白痴似的。然后就说要是想学美容美发直接去招学徒的理发店带一年就行了，还至于来学校？于是我又跟校长说我跟别的孩子不一样。小时候因为做了手术得了后遗症癫痫，搞得也不能用电脑和过度用手机了。现在目前了解的能不用电脑和体力的职业只有美容美发适合我了。校长一听想了一下说你还可以学学前教育啊！我马上就问需要接触电子类的物品吗，校长一听又瞪着我说你觉得幼儿园老师天天跟手机电脑打交道吗！我当时虽然觉得自己很白痴，但心里觉很开心，因为终于又发现一门适合我的职业了！各位病友兄弟们你们有人学过这种科目吗觉得合不合适我们做呢？,上海天津找蓝翔,13,,我们这种情况如果学习学前教育方面合适吗？
            和上次的对比应该更好了吧！没有用任何药物,逆天改命z,7,,这次复查的结果
            给孩子一个人生，给父母一份心安，给世界一片光明。,丫DE红颜祸水,32,,希望美国对凝血基因的研究早日突破。
            我是四川成都的病友，出血的时候都是我妈妈给我输的因子啊！我妈妈只敢找鼓起很明显血管而且不敢扎在最深处，就是扎的非常浅，有时候扎在血管里面就是没有回血，拔出来重新找血管，不知道其他病友遇到过这个情况了吗？,小飞侠4523,13,,输因子遇到过找不到血管或者血管鼓起不明显
            膝盖滑膜炎怎么康复！！！,babydissipated,16,,膝盖康复
            ,蓬莱老道,87,,今天买了点药，可胆大了
            求膝盖滑膜炎滑膜肥大在不出血的情况下的好的康复方法！！！！和保护方法,babydissipated,0,,康复
            快坚持不下了，寸步难行，大家有没有好一点的贴吧介绍给我求助。谢谢大家！,小小纯加油,21,,求大家推荐推荐好的求助贴吧或者平台
            ,ren9898zhenzhe,5,,止血皿对我们有用吗
            ,cai沛沛妈咪,5,,孩子发高烧可以喝美林退烧药吗
            我现在躺着还好，一起家就头晕恶心，转个头还天旋地转的,何为止战之殇,16,,脑出血的症状是怎么样的
            永州 八因子哪里有卖呀？,枫凌羽丶Feng,5,,永州 真是个不好的地方
